Index,Sentence_index,Sentence,POS_Tagged_Tokens,Lemmas
53006,3768,,([(],(
53007,3768,,specifically[RB],specifically
53008,3768,,",[,]",","
53009,3768,,in[IN],in
53010,3768,,a[DT],a
53011,3768,,situation[NN],situation
53012,3768,,where[WRB],where
53013,3768,,he[PRP],he
53014,3768,,'s[VBZ],'s
53015,3768,,framed[VBN],frame
53016,3768,,for[IN],for
53017,3768,,possession[NN],possession
53018,3768,,of[IN],of
53019,3768,,illegal[JJ],illegal
53020,3768,,narcotics[NNS],narcotic
53021,3768,,)[)],)
53022,3768,,begins[VBZ],begin
53023,3768,,in[IN],in
53024,3768,,season[NN],season
53025,3768,,12[CD],12
53026,3768,,",[,]",","
53027,3768,,episode[NN],episode
53028,3768,,13[CD],13
53029,3768,,",[,]",","
53030,3768,,titled[VBN],title
53031,3768,,``[``],``
53032,3768,,spencer[NN],spencer
53033,3768,,.[.],.
53034,3768,,''[''],''
53035,3768,,in[IN],in
53036,3768,,this[DT],this
53037,3768,,episode[NN],episode
53038,3769,"In this episode, Reid travels to Mexico to obtain an experimental drug for his mother, Diana, and gets into serious trouble, leading to his arrest.",",[,]",","
53039,3769,,reid[NN],reid
53040,3769,,travels[NNS],travel
53041,3769,,to[TO],to
53042,3769,,mexico[VB],mexico
53043,3769,,to[TO],to
53044,3769,,obtain[VB],obtain
53045,3769,,an[DT],an
53046,3769,,experimental[JJ],experimental
53047,3769,,drug[NN],drug
53048,3769,,for[IN],for
53049,3769,,his[PRP$],his
53050,3769,,mother[NN],mother
53051,3769,,",[,]",","
53052,3769,,diana[NN],diana
53053,3769,,",[,]",","
53054,3769,,and[CC],and
53055,3769,,gets[VBZ],get
53056,3769,,into[IN],into
53057,3769,,serious[JJ],serious
53058,3769,,trouble[NN],trouble
53059,3769,,",[,]",","
53060,3769,,leading[VBG],lead
53061,3769,,to[TO],to
53062,3769,,his[PRP$],his
53063,3769,,arrest[NN],arrest
53064,3769,,.[.],.
53065,3769,,this[DT],this
53066,3769,,kicks[VBZ],kick
53067,3769,,off[RP],off
53068,3770,This kicks off a major arc for his character throughout the rest of Season 12.,a[DT],a
53069,3770,,major[JJ],major
53070,3770,,arc[NN],arc
53071,3770,,for[IN],for
53072,3770,,his[PRP$],his
53073,3770,,character[NN],character
53074,3770,,throughout[IN],throughout
53075,3770,,the[DT],the
53076,3770,,rest[NN],rest
53077,3770,,of[IN],of
53078,3770,,season[NN],season
53079,3770,,12[CD],12
53080,3770,,.[.],.
53081,3770,,ã°âââ[JJ],ã°âââ
53082,3770,,hello[NN],hello
53083,3770,,there[RB],there
53084,3771,Ã°ÂÂÂ,![.],!
53085,3772,Hello there!,while[IN],while
53086,3772,,the[DT],the
53087,3772,,french[JJ],french
53088,3773,"While the French Revolution was a complex event with many interconnected causes, the most significant underlying cause is widely considered to be the deep-seated social inequality and the inherent injustices of the Ancien RÃÂ©gime (Old Order).",revolution[NN],revolution
53089,3773,,was[VBD],be
53090,3773,,a[DT],a
53091,3773,,complex[JJ],complex
53092,3773,,event[NN],event
53093,3773,,with[IN],with
53094,3773,,many[JJ],many
53095,3773,,interconnected[JJ],interconnected
53096,3773,,causes[NNS],cause
53097,3773,,",[,]",","
53098,3773,,the[DT],the
53099,3773,,most[RBS],most
53100,3773,,significant[JJ],significant
53101,3773,,underlying[JJ],underlying
53102,3773,,cause[NN],cause
53103,3773,,is[VBZ],be
53104,3773,,widely[RB],widely
53105,3773,,considered[VBN],consider
53106,3773,,to[TO],to
53107,3773,,be[VB],be
53108,3773,,the[DT],the
53109,3773,,deep-seated[JJ],deep-seated
53110,3773,,social[JJ],social
53111,3773,,inequality[NN],inequality
53112,3773,,and[CC],and
53113,3773,,the[DT],the
53114,3773,,inherent[JJ],inherent
53115,3773,,injustices[NNS],injustice
53116,3773,,of[IN],of
53117,3773,,the[DT],the
53118,3773,,ancien[NN],ancien
53119,3773,,rãâ©gime[NN],rãâ©gime
53120,3773,,([(],(
53121,3773,,old[JJ],old
53122,3773,,order[NN],order
53123,3773,,)[)],)
53124,3773,,.[.],.
53125,3773,,here[RB],here
53126,3773,,'s[VBZ],'s
53127,3773,,why[WRB],why
53128,3774,Here's why it stands out:,it[PRP],it
53129,3774,,stands[VBZ],stand
53130,3774,,out[RP],out
53131,3774,,:[:],:
53132,3774,,1[CD],1
53133,3774,,.[.],.
53134,3774,,the[DT],the
53135,3775,1.,three[CD],three
53136,3775,,estates[NNS],estate
53137,3776,The Three Estates System: French society was rigidly divided into three estates:,system[NN],system
53138,3776,,:[:],:
53139,3776,,french[JJ],french
53140,3776,,society[NN],society
53141,3776,,was[VBD],be
53142,3776,,rigidly[RB],rigidly
53143,3776,,divided[VBN],divide
53144,3776,,into[IN],into
53145,3776,,three[CD],three
53146,3776,,estates[NNS],estate
53147,3776,,:[:],:
53148,3776,,first[JJ],first
53149,3776,,estate[NN],estate
53150,3776,,:[:],:
53151,3777,"First Estate: Clergy (about 0.5% of the population, owned 10-15% of the land, largely exempt from taxes).",clergy[NN],clergy
53152,3777,,([(],(
53153,3777,,about[IN],about
53154,3777,,0.5[CD],0.5
53155,3777,,%[NN],%
53156,3777,,of[IN],of
53157,3777,,the[DT],the
53158,3777,,population[NN],population
53159,3777,,",[,]",","
53160,3777,,owned[VBD],own
53161,3777,,10-15[CD],10-15
53162,3777,,%[NN],%
53163,3777,,of[IN],of
53164,3777,,the[DT],the
53165,3777,,land[NN],land
53166,3777,,",[,]",","
53167,3777,,largely[RB],largely
53168,3777,,exempt[JJ],exempt
53169,3777,,from[IN],from
53170,3777,,taxes[NNS],tax
53171,3777,,)[)],)
53172,3777,,.[.],.
53173,3777,,second[JJ],second
53174,3777,,estate[NN],estate
53175,3777,,:[:],:
53176,3778,"Second Estate: Nobility (about 1.5% of the population, owned 20-25% of the land, held most positions of power, also largely exempt from taxes).",nobility[NN],nobility
53177,3778,,([(],(
53178,3778,,about[IN],about
53179,3778,,1.5[CD],1.5
53180,3778,,%[NN],%
53181,3778,,of[IN],of
53182,3778,,the[DT],the
53183,3778,,population[NN],population
53184,3778,,",[,]",","
53185,3778,,owned[VBD],own
53186,3778,,20-25[CD],20-25
53187,3778,,%[NN],%
53188,3778,,of[IN],of
53189,3778,,the[DT],the
53190,3778,,land[NN],land
53191,3778,,",[,]",","
53192,3778,,held[VBD],hold
53193,3778,,most[JJS],most
53194,3778,,positions[NNS],position
53195,3778,,of[IN],of
53196,3778,,power[NN],power
53197,3778,,",[,]",","
53198,3778,,also[RB],also
53199,3778,,largely[RB],largely
53200,3778,,exempt[JJ],exempt
53201,3778,,from[IN],from
53202,3778,,taxes[NNS],tax
53203,3778,,)[)],)
53204,3778,,.[.],.
53205,3778,,third[JJ],third
53206,3778,,estate[NN],estate
53207,3778,,:[:],:
53208,3779,"Third Estate: Everyone else (about 97-98% of the population, including peasants, urban workers, and the burgeoning middle class or bourgeoisie).",everyone[NN],everyone
53209,3779,,else[RB],else
53210,3779,,([(],(
53211,3779,,about[IN],about
53212,3779,,97-98[CD],97-98
53213,3779,,%[NN],%
53214,3779,,of[IN],of
53215,3779,,the[DT],the
53216,3779,,population[NN],population
53217,3779,,",[,]",","
53218,3779,,including[VBG],include
53219,3779,,peasants[NNS],peasant
53220,3779,,",[,]",","
53221,3779,,urban[JJ],urban
53222,3779,,workers[NNS],worker
53223,3779,,",[,]",","
53224,3779,,and[CC],and
53225,3779,,the[DT],the
53226,3779,,burgeoning[VBG],burgeon
53227,3779,,middle[JJ],middle
53228,3779,,class[NN],class
53229,3779,,or[CC],or
53230,3779,,bourgeoisie[NN],bourgeoisie
53231,3779,,)[)],)
53232,3779,,.[.],.
53233,3779,,this[DT],this
53234,3779,,vast[JJ],vast
53235,3779,,majority[NN],majority
53236,3780,"This vast majority bore almost the entire burden of taxation, had little to no political power, and endured legal and social inequalities.",bore[RB],bore
53237,3780,,almost[RB],almost
53238,3780,,the[DT],the
53239,3780,,entire[JJ],entire
53240,3780,,burden[NN],burden
53241,3780,,of[IN],of
53242,3780,,taxation[NN],taxation
53243,3780,,",[,]",","
53244,3780,,had[VBD],have
53245,3780,,little[JJ],little
53246,3780,,to[TO],to
53247,3780,,no[DT],no
53248,3780,,political[JJ],political
53249,3780,,power[NN],power
53250,3780,,",[,]",","
53251,3780,,and[CC],and
53252,3780,,endured[VBD],endure
53253,3780,,legal[JJ],legal
53254,3780,,and[CC],and
53255,3780,,social[JJ],social
53256,3780,,inequalities[NNS],inequality
53257,3780,,.[.],.
53258,3780,,2[CD],2
53259,3780,,.[.],.
53260,3780,,resentment[NN],resentment
53261,3781,2.,and[CC],and
53262,3781,,injustice[NN],injustice
53263,3782,Resentment and Injustice: The Third Estate deeply resented the privileges and tax exemptions enjoyed by the First and Second Estates.,:[:],:
53264,3782,,the[DT],the
53265,3782,,third[JJ],third
53266,3782,,estate[NN],estate
53267,3782,,deeply[RB],deeply
53268,3782,,resented[VBD],resent
53269,3782,,the[DT],the
53270,3782,,privileges[NNS],privilege
53271,3782,,and[CC],and
53272,3782,,tax[NN],tax
53273,3782,,exemptions[NNS],exemption
53274,3782,,enjoyed[VBN],enjoy
53275,3782,,by[IN],by
53276,3782,,the[DT],the
53277,3782,,first[JJ],first
53278,3782,,and[CC],and
53279,3782,,second[JJ],second
53280,3782,,estates[NNS],estate
53281,3782,,.[.],.
53282,3782,,this[DT],this
53283,3782,,created[VBN],create
53284,3782,,profound[NN],profound
53285,3783,This created profound class antagonism and a pervasive sense of injustice.,class[NN],class
53286,3783,,antagonism[NN],antagonism
53287,3783,,and[CC],and
53288,3783,,a[DT],a
53289,3783,,pervasive[JJ],pervasive
53290,3783,,sense[NN],sense
53291,3783,,of[IN],of
53292,3783,,injustice[NN],injustice
53293,3783,,.[.],.
53294,3783,,the[DT],the
53295,3783,,poor[JJ],poor
53296,3783,,struggled[VBN],struggle
53297,3784,"The poor struggled for basic survival, the bourgeoisie sought political influence commensurate with their economic power, and all were united in their frustration with an antiquated system.",for[IN],for
53298,3784,,basic[JJ],basic
53299,3784,,survival[NN],survival
53300,3784,,",[,]",","
53301,3784,,the[DT],the
53302,3784,,bourgeoisie[NN],bourgeoisie
53303,3784,,sought[VBD],seek
53304,3784,,political[JJ],political
53305,3784,,influence[NN],influence
53306,3784,,commensurate[NN],commensurate
53307,3784,,with[IN],with
53308,3784,,their[PRP$],their
53309,3784,,economic[JJ],economic
53310,3784,,power[NN],power
53311,3784,,",[,]",","
53312,3784,,and[CC],and
53313,3784,,all[DT],all
53314,3784,,were[VBD],be
53315,3784,,united[VBN],unite
53316,3784,,in[IN],in
53317,3784,,their[PRP$],their
53318,3784,,frustration[NN],frustration
53319,3784,,with[IN],with
53320,3784,,an[DT],an
53321,3784,,antiquated[JJ],antiquated
53322,3784,,system[NN],system
53323,3784,,.[.],.
53324,3784,,while[IN],while
53325,3784,,this[DT],this
53326,3784,,was[VBD],be
53327,3785,"While this was the fundamental structural problem, it was exacerbated and ignited by several other critical factors:",the[DT],the
53328,3785,,fundamental[JJ],fundamental
53329,3785,,structural[JJ],structural
53330,3785,,problem[NN],problem
53331,3785,,",[,]",","
53332,3785,,it[PRP],it
53333,3785,,was[VBD],be
53334,3785,,exacerbated[VBN],exacerbate
53335,3785,,and[CC],and
53336,3785,,ignited[VBN],ignite
53337,3785,,by[IN],by
53338,3785,,several[JJ],several
53339,3785,,other[JJ],other
53340,3785,,critical[JJ],critical
53341,3785,,factors[NNS],factor
53342,3785,,:[:],:
53343,3785,,economic[JJ],economic
53344,3785,,crisis[NN],crisis
53345,3785,,:[:],:
53346,3786,Economic Crisis: France was deeply in debt from wars (especially the American Revolution) and extravagant royal spending.,france[NN],france
53347,3786,,was[VBD],be
53348,3786,,deeply[RB],deeply
53349,3786,,in[IN],in
53350,3786,,debt[NN],debt
53351,3786,,from[IN],from
53352,3786,,wars[NNS],war
53353,3786,,([(],(
53354,3786,,especially[RB],especially
53355,3786,,the[DT],the
53356,3786,,american[JJ],american
53357,3786,,revolution[NN],revolution
53358,3786,,)[)],)
53359,3786,,and[CC],and
53360,3786,,extravagant[JJ],extravagant
53361,3786,,royal[NN],royal
53362,3786,,spending[NN],spending
53363,3786,,.[.],.
53364,3786,,poor[JJ],poor
53365,3786,,harvests[NNS],harvest
53366,3786,,led[VBD],lead
53367,3787,"Poor harvests led to food shortages, soaring bread prices, and widespread famine, particularly among the urban poor.",to[TO],to
53368,3787,,food[NN],food
53369,3787,,shortages[NNS],shortage
53370,3787,,",[,]",","
53371,3787,,soaring[VBG],soar
53372,3787,,bread[NN],bread
53373,3787,,prices[NNS],price
53374,3787,,",[,]",","
53375,3787,,and[CC],and
53376,3787,,widespread[JJ],widespread
53377,3787,,famine[NN],famine
53378,3787,,",[,]",","
53379,3787,,particularly[RB],particularly
53380,3787,,among[IN],among
53381,3787,,the[DT],the
53382,3787,,urban[JJ],urban
53383,3787,,poor[JJ],poor
53384,3787,,.[.],.
53385,3787,,enlightenment[JJ],enlightenment
53386,3787,,ideas[NNS],idea
53387,3787,,:[:],:
53388,3788,"Enlightenment Ideas: Philosophers like Rousseau, Voltaire, and Montesquieu championed ideas of liberty, equality, popular sovereignty, and natural rights, which provided the intellectual framework for challenging the absolute monarchy and the existing social order.",philosophers[NNS],philosopher
53389,3788,,like[IN],like
53390,3788,,rousseau[NN],rousseau
53391,3788,,",[,]",","
53392,3788,,voltaire[NN],voltaire
53393,3788,,",[,]",","
53394,3788,,and[CC],and
53395,3788,,montesquieu[NNS],montesquieu
53396,3788,,championed[VBD],champion
53397,3788,,ideas[NNS],idea
53398,3788,,of[IN],of
53399,3788,,liberty[NN],liberty
53400,3788,,",[,]",","
53401,3788,,equality[NN],equality
53402,3788,,",[,]",","
53403,3788,,popular[JJ],popular
53404,3788,,sovereignty[NN],sovereignty
53405,3788,,",[,]",","
53406,3788,,and[CC],and
53407,3788,,natural[JJ],natural
53408,3788,,rights[NNS],right
53409,3788,,",[,]",","
53410,3788,,which[WDT],which
53411,3788,,provided[VBD],provide
53412,3788,,the[DT],the
53413,3788,,intellectual[JJ],intellectual
53414,3788,,framework[NN],framework
53415,3788,,for[IN],for
53416,3788,,challenging[VBG],challenge
53417,3788,,the[DT],the
53418,3788,,absolute[JJ],absolute
53419,3788,,monarchy[NN],monarchy
53420,3788,,and[CC],and
53421,3788,,the[DT],the
53422,3788,,existing[VBG],exist
53423,3788,,social[JJ],social
53424,3788,,order[NN],order
53425,3788,,.[.],.
53426,3788,,weak[JJ],weak
53427,3788,,monarchy[NN],monarchy
53428,3788,,:[:],:
53429,3789,"Weak Monarchy: King Louis XVI and Queen Marie Antoinette were perceived as weak, indecisive, and out of touch with the suffering of their people.",king[NN],king
53430,3789,,louis[NN],louis
53431,3789,,xvi[NN],xvi
53432,3789,,and[CC],and
53433,3789,,queen[JJ],queen
53434,3789,,marie[NN],marie
53435,3789,,antoinette[NN],antoinette
53436,3789,,were[VBD],be
53437,3789,,perceived[VBN],perceive
53438,3789,,as[IN],a
53439,3789,,weak[JJ],weak
53440,3789,,",[,]",","
53441,3789,,indecisive[JJ],indecisive
53442,3789,,",[,]",","
53443,3789,,and[CC],and
53444,3789,,out[IN],out
53445,3789,,of[IN],of
53446,3789,,touch[NN],touch
53447,3789,,with[IN],with
53448,3789,,the[DT],the
53449,3789,,suffering[NN],suffering
53450,3789,,of[IN],of
53451,3789,,their[PRP$],their
53452,3789,,people[NNS],people
53453,3789,,.[.],.
53454,3789,,influence[NN],influence
53455,3789,,of[IN],of
53456,3789,,the[DT],the
53457,3790,Influence of the American Revolution: The successful American struggle for independence inspired French revolutionaries and demonstrated that a revolution against an oppressive monarchy was possible.,american[JJ],american
53458,3790,,revolution[NN],revolution
53459,3790,,:[:],:
53460,3790,,the[DT],the
53461,3790,,successful[JJ],successful
53462,3790,,american[JJ],american
53463,3790,,struggle[NN],struggle
53464,3790,,for[IN],for
53465,3790,,independence[NN],independence
53466,3790,,inspired[VBN],inspire
53467,3790,,french[JJ],french
53468,3790,,revolutionaries[NNS],revolutionary
53469,3790,,and[CC],and
53470,3790,,demonstrated[VBD],demonstrate
53471,3790,,that[IN],that
53472,3790,,a[DT],a
53473,3790,,revolution[NN],revolution
53474,3790,,against[IN],against
53475,3790,,an[DT],an
53476,3790,,oppressive[JJ],oppressive
53477,3790,,monarchy[NN],monarchy
53478,3790,,was[VBD],be
53479,3790,,possible[JJ],possible
53480,3790,,.[.],.
53481,3790,,so[RB],so
53482,3790,,",[,]",","
53483,3790,,while[IN],while
53484,3791,"So, while economic hardship and Enlightenment ideals were powerful catalysts, it was the fundamental unfairness and inequality embedded in the social structure of the Ancien RÃÂ©gime that created the fertile ground for revolutionary upheaval.",economic[JJ],economic
53485,3791,,hardship[NN],hardship
53486,3791,,and[CC],and
53487,3791,,enlightenment[JJ],enlightenment
53488,3791,,ideals[NNS],ideal
53489,3791,,were[VBD],be
53490,3791,,powerful[JJ],powerful
53491,3791,,catalysts[NNS],catalyst
53492,3791,,",[,]",","
53493,3791,,it[PRP],it
53494,3791,,was[VBD],be
53495,3791,,the[DT],the
53496,3791,,fundamental[JJ],fundamental
53497,3791,,unfairness[NN],unfairness
53498,3791,,and[CC],and
53499,3791,,inequality[NN],inequality
53500,3791,,embedded[VBN],embed
53501,3791,,in[IN],in
53502,3791,,the[DT],the
53503,3791,,social[JJ],social
53504,3791,,structure[NN],structure
53505,3791,,of[IN],of
53506,3791,,the[DT],the
53507,3791,,ancien[NN],ancien
53508,3791,,rãâ©gime[NN],rãâ©gime
53509,3791,,that[WDT],that
53510,3791,,created[VBD],create
53511,3791,,the[DT],the
53512,3791,,fertile[NN],fertile
53513,3791,,ground[NN],ground
53514,3791,,for[IN],for
53515,3791,,revolutionary[JJ],revolutionary
53516,3791,,upheaval[NN],upheaval
53517,3791,,.[.],.
53518,3791,,ã°âââ[CC],ã°âââ
53519,3791,,hello[NN],hello
53520,3791,,there[RB],there
53521,3792,Ã°ÂÂÂ,![.],!
53522,3793,Hello there!,molly[RB],molly
53523,3793,,flynn[VBP],flynn
53524,3793,,'s[POS],'s
53525,3794,"Molly Flynn's mother on Mike & Molly, Joyce Flynn, is played by the wonderful actress Swoosie Kurtz.",mother[NN],mother
53526,3794,,on[IN],on
53527,3794,,mike[NN],mike
53528,3794,,&[CC],&
53529,3794,,molly[RB],molly
53530,3794,,",[,]",","
53531,3794,,joyce[NN],joyce
53532,3794,,flynn[NN],flynn
53533,3794,,",[,]",","
53534,3794,,is[VBZ],be
53535,3794,,played[VBN],play
53536,3794,,by[IN],by
53537,3794,,the[DT],the
53538,3794,,wonderful[JJ],wonderful
53539,3794,,actress[NN],actress
53540,3794,,swoosie[NN],swoosie
53541,3794,,kurtz[NN],kurtz
53542,3794,,.[.],.
53543,3794,,she[PRP],she
53544,3794,,brings[VBZ],bring
53545,3794,,a[DT],a
53546,3795,She brings a lot of humor to the role!,lot[NN],lot
53547,3795,,of[IN],of
53548,3795,,humor[NN],humor
53549,3795,,to[TO],to
53550,3795,,the[DT],the
53551,3795,,role[NN],role
53552,3795,,![.],!
53553,3795,,ã°âââ[JJ],ã°âââ
53554,3795,,hello[NN],hello
53555,3795,,there[RB],there
53556,3796,Ã°ÂÂÂ,![.],!
53557,3797,Hello there!,in[IN],in
53558,3797,,the[DT],the
53559,3797,,nba[JJ],nba
53560,3798,"In the NBA playoffs, the team with the better regular-season record gets home court advantage in each series.",playoffs[NNS],playoff
53561,3798,,",[,]",","
53562,3798,,the[DT],the
53563,3798,,team[NN],team
53564,3798,,with[IN],with
53565,3798,,the[DT],the
53566,3798,,better[JJR],good
53567,3798,,regular-season[NN],regular-season
53568,3798,,record[NN],record
53569,3798,,gets[VBZ],get
53570,3798,,home[VBN],home
53571,3798,,court[NN],court
53572,3798,,advantage[NN],advantage
53573,3798,,in[IN],in
53574,3798,,each[DT],each
53575,3798,,series[NN],series
53576,3798,,.[.],.
53577,3798,,here[RB],here
53578,3798,,'s[VBZ],'s
53579,3798,,a[DT],a
53580,3799,Here's a quick breakdown:,quick[JJ],quick
53581,3799,,breakdown[NN],breakdown
53582,3799,,:[:],:
53583,3799,,overall[JJ],overall
53584,3799,,seeding[NN],seeding
53585,3799,,:[:],:
53586,3800,"Overall Seeding: Within each conference (Eastern and Western), teams are seeded 1 through 8 based on their regular-season win-loss record.",within[IN],within
53587,3800,,each[DT],each
53588,3800,,conference[NN],conference
53589,3800,,([(],(
53590,3800,,eastern[JJ],eastern
53591,3800,,and[CC],and
53592,3800,,western[JJ],western
53593,3800,,)[)],)
53594,3800,,",[,]",","
53595,3800,,teams[NNS],team
53596,3800,,are[VBP],be
53597,3800,,seeded[VBN],seed
53598,3800,,1[CD],1
53599,3800,,through[IN],through
53600,3800,,8[CD],8
53601,3800,,based[VBN],base
53602,3800,,on[IN],on
53603,3800,,their[PRP$],their
53604,3800,,regular-season[JJ],regular-season
53605,3800,,win-loss[NN],win-loss
53606,3800,,record[NN],record
53607,3800,,.[.],.
53608,3800,,series[NN],series
53609,3800,,by[IN],by
53610,3800,"Series by Series: For any given playoff series, the team that finished higher in the regular season standings (i.e., has the better overall record) will have home court advantage.",series[NN],series
53611,3801,,:[:],:
53612,3801,,for[IN],for
53613,3801,,any[DT],any
53614,3801,,given[VBN],give
53615,3801,,playoff[NN],playoff
53616,3801,,series[NN],series
53617,3801,,",[,]",","
53618,3801,,the[DT],the
53619,3801,,team[NN],team
53620,3801,,that[WDT],that
53621,3801,,finished[VBD],finish
53622,3801,,higher[RBR],higher
53623,3801,,in[IN],in
53624,3801,,the[DT],the
53625,3801,,regular[JJ],regular
53626,3801,,season[NN],season
53627,3801,,standings[NNS],standing
53628,3801,,([(],(
53629,3801,,i.e.[NN],i.e.
53630,3801,,",[,]",","
53631,3801,,has[VBZ],have
53632,3801,,the[DT],the
53633,3801,,better[JJR],good
53634,3801,,overall[JJ],overall
53635,3801,,record[NN],record
53636,3801,,)[)],)
53637,3801,,will[MD],will
53638,3801,,have[VB],have
53639,3801,,home[VBN],home
53640,3801,,court[NN],court
53641,3801,,advantage[NN],advantage
53642,3801,,.[.],.
53643,3801,,this[DT],this
53644,3801,,means[VBZ],mean
53645,3801,,they[PRP],they
53646,3802,"This means they will host Games 1, 2, 5, and 7 (if necessary) in a best-of-seven series.",will[MD],will
53647,3802,,host[VB],host
53648,3802,,games[NNS],game
53649,3802,,1[CD],1
53650,3802,,",[,]",","
53651,3802,,2[CD],2
53652,3802,,",[,]",","
53653,3802,,5[CD],5
53654,3802,,",[,]",","
53655,3802,,and[CC],and
53656,3802,,7[CD],7
53657,3802,,([(],(
53658,3802,,if[IN],if
53659,3802,,necessary[JJ],necessary
53660,3802,,)[)],)
53661,3802,,in[IN],in
53662,3802,,a[DT],a
53663,3802,,best-of-seven[JJ],best-of-seven
53664,3802,,series[NN],series
53665,3802,,.[.],.
53666,3802,,so[RB],so
53667,3802,,",[,]",","
53668,3802,,for[IN],for
53669,3803,"So, for example, if the #1 seed plays the #8 seed, the #1 seed has home court.",example[NN],example
53670,3803,,",[,]",","
53671,3803,,if[IN],if
53672,3803,,the[DT],the
53673,3803,,#[#],#
53674,3803,,1[CD],1
53675,3803,,seed[NN],seed
53676,3803,,plays[VBZ],play
53677,3803,,the[DT],the
53678,3803,,#[#],#
53679,3803,,8[CD],8
53680,3803,,seed[NN],seed
53681,3803,,",[,]",","
53682,3803,,the[DT],the
53683,3803,,#[#],#
53684,3803,,1[CD],1
53685,3803,,seed[NN],seed
53686,3803,,has[VBZ],have
53687,3803,,home[VBN],home
53688,3803,,court[NN],court
53689,3803,,.[.],.
53690,3803,,if[IN],if
53691,3803,,the[DT],the
53692,3803,,#[#],#
53693,3804,"If the #4 seed plays the #5 seed, the #4 seed has home court.",4[CD],4
53694,3804,,seed[NN],seed
53695,3804,,plays[VBZ],play
53696,3804,,the[DT],the
53697,3804,,#[#],#
53698,3804,,5[CD],5
53699,3804,,seed[NN],seed
53700,3804,,",[,]",","
53701,3804,,the[DT],the
53702,3804,,#[#],#
53703,3804,,4[CD],4
53704,3804,,seed[NN],seed
53705,3804,,has[VBZ],have
53706,3804,,home[VBN],home
53707,3804,,court[NN],court
53708,3804,,.[.],.
53709,3804,,if[IN],if
53710,3804,,a[DT],a
53711,3804,,#[#],#
53712,3805,"If a #6 seed from one conference makes it to the NBA Finals against a #1 seed from the other conference, the #1 seed would still have home court advantage for the Finals because they would have had the better overall regular-season record.",6[CD],6
53713,3805,,seed[NN],seed
53714,3805,,from[IN],from
53715,3805,,one[CD],one
53716,3805,,conference[NN],conference
53717,3805,,makes[VBZ],make
53718,3805,,it[PRP],it
53719,3805,,to[TO],to
53720,3805,,the[DT],the
53721,3805,,nba[JJ],nba
53722,3805,,finals[NNS],final
53723,3805,,against[IN],against
53724,3805,,a[DT],a
53725,3805,,#[#],#
53726,3805,,1[CD],1
53727,3805,,seed[NN],seed
53728,3805,,from[IN],from
53729,3805,,the[DT],the
53730,3805,,other[JJ],other
53731,3805,,conference[NN],conference
53732,3805,,",[,]",","
53733,3805,,the[DT],the
53734,3805,,#[#],#
53735,3805,,1[CD],1
53736,3805,,seed[NN],seed
53737,3805,,would[MD],would
53738,3805,,still[RB],still
53739,3805,,have[VB],have
53740,3805,,home[NN],home
53741,3805,,court[NN],court
53742,3805,,advantage[NN],advantage
53743,3805,,for[IN],for
53744,3805,,the[DT],the
53745,3805,,finals[NNS],final
53746,3805,,because[IN],because
53747,3805,,they[PRP],they
53748,3805,,would[MD],would
53749,3805,,have[VB],have
53750,3805,,had[VBD],have
53751,3805,,the[DT],the
53752,3805,,better[JJR],good
53753,3805,,overall[JJ],overall
53754,3805,,regular-season[NN],regular-season
53755,3805,,record[NN],record
53756,3805,,.[.],.
53757,3805,,ã°âââ[JJ],ã°âââ
53758,3805,,hello[NN],hello
53759,3805,,there[RB],there
53760,3806,Ã°ÂÂÂ,![.],!
53761,3807,Hello there!,the[DT],the
53762,3807,,beautiful[NN],beautiful
53763,3807,,song[NN],song
53764,3808,"The beautiful song ""I Don't Want to Talk About It"" was written by Danny Whitten.",``[``],``
53765,3808,,i[NN],i
53766,3808,,do[VBP],do
53767,3808,,n't[RB],n't
53768,3808,,want[VB],want
53769,3808,,to[TO],to
53770,3808,,talk[VB],talk
53771,3808,,about[IN],about
53772,3808,,it[PRP],it
53773,3808,,''[''],''
53774,3808,,was[VBD],be
53775,3808,,written[VBN],write
53776,3808,,by[IN],by
53777,3808,,danny[JJ],danny
53778,3808,,whitten[NNS],whitten
53779,3808,,.[.],.
53780,3808,,he[PRP],he
53781,3808,,wrote[VBD],write
53782,3808,,it[PRP],it
53783,3809,"He wrote it for his band Crazy Horse, and it was released on their self-titled album in 1971.",for[IN],for
53784,3809,,his[PRP$],his
53785,3809,,band[NN],band
53786,3809,,crazy[JJ],crazy
53787,3809,,horse[NN],horse
53788,3809,,",[,]",","
53789,3809,,and[CC],and
53790,3809,,it[PRP],it
53791,3809,,was[VBD],be
53792,3809,,released[VBN],release
53793,3809,,on[IN],on
53794,3809,,their[PRP$],their
53795,3809,,self-titled[JJ],self-titled
53796,3809,,album[NN],album
53797,3809,,in[IN],in
53798,3809,,1971[CD],1971
53799,3809,,.[.],.
53800,3809,,it[PRP],it
53801,3809,,gained[VBD],gain
53802,3809,,massive[JJ],massive
53803,3810,"It gained massive popularity when Rod Stewart covered it in 1975 (and again in 1989), making it one of his signature songs!",popularity[NN],popularity
53804,3810,,when[WRB],when
53805,3810,,rod[NN],rod
53806,3810,,stewart[RB],stewart
53807,3810,,covered[VBD],cover
53808,3810,,it[PRP],it
53809,3810,,in[IN],in
53810,3810,,1975[CD],1975
53811,3810,,([(],(
53812,3810,,and[CC],and
53813,3810,,again[RB],again
53814,3810,,in[IN],in
53815,3810,,1989[CD],1989
